Origem;Data protocolo;Tipo de Tecnologia;Tema da Saúde;Demandante;Nome da tecnologia;Status;Indicação;Motivo da solicitação ;Data decisão
Interna;26/07/2022;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Dosagem de cloreto no suor;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com fibrose cística a partir de seis anos;Ampliação de Uso;12/11/2022
Interna;02/08/2022;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Darunavir 800mg;Processo encerrado: decisão de incorporação no SUS;Tratamento do vírus da imunodeficiência humana (HIV);Incorporação;05/07/2023
Interna;12/09/2022;Procedimento;Neonatologia;Secretaria de Atenção Especializada à Saúde SAES/MS;Espectrometria de massas em tandem;Processo encerrado: decisão de incorporação no SUS;Triagem neonatal em sangue seco, colhido em papelfiltro, para a doença Homocistinúria Clássica;Incorporação;11/05/2023
Interna;26/09/2022;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Ferripolimaltose;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com anemia por deficiência de ferro e intolerância ao sulfato ferroso;Incorporação;11/05/2023
Interna;26/09/2022;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Carboximaltose férrica;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes adultos com anemia por deficiência de ferro e intolerância ou contraindicação aos sais orais de ferro;Incorporação;11/05/2023
Interna;29/09/2022;Procedimento;Imunologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Teste antigliadina deaminada IgG;Processo encerrado: decisão de incorporação no SUS;Diagnóstico de doença celíaca em pacientes com deficiência de IgA e suspeita de doença celíaca e crianças menores de dois anos.;Incorporação;18/04/2023
Interna;29/09/2022;Procedimento;Imunologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Teste de genotipagem HLADQ2 e DQ8;Processo encerrado: decisão de não incorporação no SUS;Diagnóstico de doença celíaca em pacientes com fatores de risco;Incorporação;28/04/2023
Interna;18/10/2022;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Vacina Covid19;Processo encerrado: decisão de incorporação no SUS;Imunização ativa de indivíduos na faixa etária de 6 meses a 5 anos incompletos para a prevenção da Covid19;Incorporação;29/12/2022
Interna;27/10/2022;Medicamento;Cardiologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Losartana associada a hidroclorotiazida;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com hipertensão arterial sistêmica e controle inadequado da pressão arterial;Incorporação;30/06/2023
Interna;27/10/2022;Medicamento;Cardiologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Benazepril;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com hipertensão arterial sistêmica com controle inadequado da pressão arterial;Incorporação;30/06/2023
Interna;27/10/2022;Medicamento;Cardiologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Benazepril associado a anlodipino;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com hipertensão arterial sistêmica com controle inadequado da pressão arterial;Incorporação;30/06/2023
Interna;27/10/2022;Medicamento;Cardiologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Clortalidona;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com hipertensão arterial sistêmica e controle inadequado com monoterapia;Incorporação;30/06/2023
Interna;31/10/2022;Procedimento;Cardiologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Monitorização residencial da pressão arterial;Processo encerrado: decisão de incorporação no SUS;Para diagnóstico de hipertensão arterial sistêmica em adultos com suspeita da doença;Incorporação;11/05/2023
Interna;31/10/2022;Procedimento;Cardiologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Monitorização residencial da pressão arterial;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com hipertensão arterial sistêmica em tratamento medicamentoso, independentemente da pressão arterial de consultório;Incorporação;28/04/2023
Interna;22/11/2022;Procedimento;Cardiologia;Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde SCTIE/MS;Dosagem de peptídeos natriuréticos tipo B (BNP e NTProBNP);Processo encerrado: decisão de incorporação no SUS;Diagnóstico da Insuficiência Cardíaca em pacientes de 18 a 44 anos;Incorporação;11/05/2023
Interna;06/12/2022;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Pretomanida;Processo encerrado: decisão de incorporação no SUS;Tratamento de formas de tuberculose resistentes a medicamentos;Incorporação;22/09/2023
Interna;07/12/2022;Medicamento;Oncologia;Instituto Nacional de Câncer INCA;Rituximabe associado à quimioterapia com fludarabina e ciclofosfamida;Processo encerrado: decisão de incorporação no SUS;Tratamento de primeira linha da leucemia linfocítica crônica.;Incorporação;25/07/2023
Interna;16/12/2022;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Tafenoquina e teste quantitativo da atividade da enzima glicose6fosfato desidrogenase (G6PD);Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com malária por Plasmodium vivax;Incorporação;06/06/2023
Interna;27/12/2022;Medicamento;Ortopedia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Hidróxido de Alumínio 60 mg/mL suspensão oral;Processo encerrado: decisão de incorporação no SUS;Tratamento de crianças e pessoas com dificuldades de deglutição que necessitam utilizar antiácido;Incorporação;25/07/2023
Interna;12/01/2023;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Dolutegravir 5 mg;Processo encerrado: decisão de incorporação no SUS;Tratamento da infecção pelo HIV em crianças.;Incorporação;05/07/2023
Interna;12/01/2023;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Raltegravir granulado;Processo encerrado: decisão de incorporação no SUS;Profilaxia da transmissão vertical do HIV em crianças expostas ao HIV.;Incorporação;05/07/2023
Interna;17/05/2023;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Alectinibe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de câncer de pulmão de células Não pequenas localmente avançado ou metastático cujos tumores expressam rearranjo no gene ALK em pacientes Não tratados previamente ou após falha com crizotinibe;Incorporação;13/11/2023
Interna;17/05/2023;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Pembrolizumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de primeira linha para câncer de pulmão não pequenas células avançado ou metastático.;Incorporação;22/12/2023
Interna;22/05/2023;Procedimento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Tomografia computadorizada por emissão de pósitrons;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com câncer de pulmão de células pequenas;Incorporação;23/11/2023
Interna;22/05/2023;Procedimento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Ecobroncoscopia e ecoendoscopia em uso combinado, ou ecobroncoscopia em uso isolado;Processo encerrado: decisão de incorporação no SUS;Pacientes diagnosticados com câncer de pulmão;Incorporação;22/04/2024
Interna;22/05/2023;Procedimento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;rt-PCR para identificação de mutação do receptor do fator de crescimento epidérmico (EGFR);Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com câncer de pulmão de células Não pequenas.;Incorporação;07/03/2024
Interna;12/06/2023;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Omalizumabe 75 mg solução injetável;Processo encerrado: por decisão da Conitec;Tratamento de pacientes com para tratamento da asma alérgica grave Não controlada apesar do uso de corticoide inalatório (CI) associado a um beta2 agonista de longa ação (LABA);Incorporação;
Interna;12/06/2023;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Mepolizumabe 100 mg/mL solução injetável;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com asma eosinofi?lica grave refrata?ria entre 6 e 17 anos de idade;Ampliação de Uso;22/04/2024
Interna;16/06/2023;Medicamento;Oncologia;Secretaria de Atenção Especializada à Saúde SAES/MS;Acetato de Octreotida;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com sintomas associados à tumores endócrinos gastroenteropancreáticos funcionais (Tumores carcinoides com características da síndrome carcinoide);Incorporação;07/03/2024
Interna;16/06/2023;Medicamento;Oncologia;Secretaria de Atenção Especializada à Saúde SAES/MS;Acetato de lanreotida;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com sintomas associados a tumores endócrinos gastroenteropancreáticos funcionais;Incorporação;07/03/2024
Interna;22/06/2023;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Valganciclovir 450mg;Processo encerrado: decisão de incorporação no SUS;Tratamento de infecções pelo citomegalovírus (CMV) em pacientes imunossuprimidos pelo HIV;Incorporação;06/09/2024
Interna;22/06/2023;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Fostensavir trometamol 600mg;Processo encerrado: decisão de incorporação no SUS;Tratamento de indivíduos adultos vivendo com HIV multirresistente aos antirretrovirais.;Incorporação;22/04/2024
Interna;22/06/2023;Medicamento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Ganciclovir injetável;Processo encerrado: decisão de incorporação no SUS;Tratamento de infecções pelo citomegalovírus (CMV) em pacientes pediátricos e adultos imunossuprimidos pelo HIV;Incorporação;06/09/2024
Interna;11/07/2023;Procedimento;Infectologia;Secretaria de Vigilância em Saúde e Ambiente SVSA/MS;Exame para detecção prénatal;Processo encerrado: decisão de incorporação no SUS;Diagnóstico de HTLV 12 em gestantes no prénatal.;Ampliação de Uso;03/04/2024
Interna;17/07/2023;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Pembrolizumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com câncer de cólon ou reto metastático com alta instabilidade de microssatélites e deficiência em enzimas de reparo, em primeira linha de tratamento;Incorporação;29/12/2023
Interna;17/07/2023;Medicamento;Vascular;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Inibidor de C1 esterase derivado do plasma humano;Processo encerrado: decisão de incorporação no SUS;Tratamento de crises de angioedema hereditário em pacientes com 2 anos ou mais.;Incorporação;22/12/2023
Interna;17/07/2023;Medicamento;Vascular;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Acetato de icatibanto;Processo encerrado: decisão de incorporação no SUS;Tratamento de crises de angioedema hereditário por deficiência do inibidor da C1esterase em pacientes com 2 anos ou mais de idade;Incorporação;22/12/2023
Interna;27/07/2023;Medicamento;Vascular;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Inibidor da C1 esterase derivado de plasma via subcutânea;Processo encerrado: decisão de não incorporação no SUS;Tratamento da profilaxia de crises de angioedema hereditário;Incorporação;22/12/2023
Interna;02/10/2023;Procedimento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Ablação térmica;Processo encerrado: decisão de incorporação no SUS;Tratamento do câncer de cólon e reto com metástase hepática irressecável ou ressecável com alto risco cirúrgico;Ampliação de Uso;07/03/2024
Interna;03/10/2023;Medicamento;Infectologia;Secretaria Executiva SE/MS;Nirmatrelvir/ritonavir;Processo encerrado: decisão de incorporação no SUS;Tratamento da Covid19 em adultos que Não requerem oxigênio suplementar e que apresentam risco aumentado de progressão para Covid19 grave;Reavaliação;07/03/2024
Interna;19/10/2023;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Alfaepoetina;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com doença falciforme apresentando declínio da função renal e piora dos niveis de hemoblogina.;Ampliação de Uso;05/04/2024
Interna;19/10/2023;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Hidroxiureia;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com doença falciforme (SS, Sbeta0 e SD Punjab), entre 9 e 24 meses de idade, sem sintomas e complicações;Incorporação;07/03/2024
Interna;19/10/2023;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Hidroxiureia 100 mg;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com doença falciforme a partir dos 9 meses de idade;Incorporação;07/03/2024
Interna;19/10/2023;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Hidroxiureia 1000 mg;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com doença falciforme com pelo menos 9 meses de idade.;Incorporação;07/03/2024
Interna;23/10/2023;Procedimento;Gastroenterologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Calprotectina fecal (CF);Processo encerrado: decisão de incorporação no SUS;Monitoramento de pacientes com doença de Crohn (DC) envolvendo o cólon;Incorporação;22/04/2024
Interna;24/10/2023;Procedimento;Hematologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Dosagem de porfobilinogênio urinário;Processo encerrado: decisão de incorporação no SUS;Confirmação diagnóstica ou prognóstico de porfirias hepáticas agudas.;Incorporação;22/04/2024
Interna;20/11/2023;Procedimento;Oncologia;Secretaria de Atenção Especializada à Saúde SAES/MS;Testagem molecular;Processo encerrado: decisão de incorporação no SUS;Detecção de HPV e rastreamento do câncer do colo do útero;Incorporação;08/03/2024
Interna;28/11/2023;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Rivastigmina;Processo encerrado: decisão de incorporação no SUS;Tratamento de indivíduos com doença de Parkinson e demência;Incorporação;21/06/2024
Interna;28/11/2023;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Ixequizumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de espondiloartrite axial;Incorporação;23/08/2024
Interna;28/11/2023;Procedimento;Reumatologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Teste de detecção de HLAB27;Processo encerrado: decisão de incorporação no SUS;Tratamento de indivíduos com suspeita de espondiloartrite axial e para avaliação prognóstica da doença;Incorporação;22/04/2024
Interna;08/12/2023;Medicamento;Oncologia;Instituto Nacional de Câncer INCA;Olaparibe;Processo encerrado: decisão de incorporação no SUS;Tratamento de manutenção de câncer de ovário avançado recém diagnósticado com mutação BRCA;Incorporação;07/10/2024
Interna;09/02/2024;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Teriparatida;Processo encerrado: decisão de exclusão do SUS;Tratamento de osteoporose secundária a glicocorticoides, pacientes do sexo masculino e pacientes que apresentaram infarto do miocárdio ou acidente vascular cerebral no ano anterior.;Reavaliação;20/09/2024
Interna;22/02/2024;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Pamoato de Pasireotida;Processo encerrado: decisão de incorporação no SUS;Tratamento de adolescentes e adultos com tumor após cirurgia e sem resposta a análogos da somatostatina de primeira geração;Incorporação;21/06/2024
Interna;22/02/2024;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Pegvisomanto;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com acromegalia;Incorporação;17/06/2024
Interna;22/02/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Lenalidomida em combinação com rituximabe;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com linfoma folicular previamente tratados;Incorporação;28/06/2024
Interna;22/02/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Rituximabe;Processo encerrado: decisão de não incorporação no SUS;Monoterapia para pacientes com linfoma folicular assintomático, independentemente do estádio inicial;Incorporação;25/07/2024
Interna;23/02/2024;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Sulfato de gentamicina combinado à doxiciclina;Processo encerrado: decisão de incorporação no SUS;Tratamento da Brucelose Humana;Incorporação;21/06/2024
Interna;01/04/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Abiraterona;Processo encerrado: decisão de incorporação no SUS;Tratamento de indivíduos com câncer de próstata resistente à castração (CPRC) Não metastático e metastático em pacientes virgens de tratamento e metastático em pacientes com uso prévio de quimioterapia;Incorporação;23/08/2024
Interna;01/04/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Apalutamida, darolutamida e enzalutamida;Processo encerrado: decisão de não incorporação no SUS;Tratamento de indivíduos com câncer de próstata resistente à castração (CPRC) Não metastático e metastático em pacientes virgens de tratamento e metastático em pacientes com uso prévio de quimioterapia;Incorporação;23/08/2024
Interna;01/04/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Abiraterona;Processo encerrado: decisão de incorporação no SUS;Tratamento de indivíduos com câncer de próstata sensível à castração e metastático (CPSCm);Incorporação;23/08/2024
Interna;01/04/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Apalutamida, darolutamida e enzalutamida;Processo encerrado: decisão de não incorporação no SUS;Tratamento de indivíduos com câncer de próstata sensível à castração e metastático (CPSCm);Incorporação;23/08/2024
Interna;01/04/2024;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Ixequizumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com espondiloartrite axial com resposta prévia inadequada ou intolerância aos inibidores do fator de necrose tumor;Incorporação;23/08/2024
Interna;17/04/2024;Medicamento;Dermatologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Dupilumabe e upadacitinibe;Processo encerrado: decisão de incorporação no SUS;Tratamento da dermatite atópica grave em crianças (a partir de 6 anos) e dermatite atópica moderada a grave em adolescentes (a partir de 12 anos);Incorporação;04/10/2024
Interna;17/04/2024;Medicamento;Dermatologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Abrocitinibe, baricitinibe, dupilumabe e upadacitinibe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de dermatite atópica moderada a grave em adultos;Incorporação;29/10/2024
Interna;17/04/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Nivolumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com carcinoma espinocelular de cabeça e pescoço recidivado ou metastático após quimioterapia à base de platina (i.e., segunda linha de tratamento da doença recidivada ou metastática;Incorporação;06/09/2024
Interna;17/04/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Regimes de tratamento com cetuximabe ou pembrolizumabe;Processo encerrado: decisão de não incorporação no SUS;Carcinoma espinocelular de cabeça e pescoço recidivado ou metastático;Incorporação;20/09/2024
Interna;25/04/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;TSH recombinante;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com diagnóstico de carcinoma diferenciado de tireoide com indicação de iodo radioativo e contraindicação à indução de hipotireoidismo endógeno ou incapacidade de produção do TSH endógeno;Incorporação;07/10/2024
Interna;25/04/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Sorafenibe e lenvatinibe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de indivíduos com diagnóstico de carcinoma diferenciado da tireoide localmente avançado e/ou metastático, refratário ao iodo, progressivo;Incorporação;20/09/2024
Interna;05/06/2024;Medicamento;Ginecologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Dispositivo intrauterino liberador de levonorgestrel;Em análise;Pacientes com endometriose com contraindicação ou não adesão aos contraceptivos orais combinados.;Incorporação;
Interna;10/06/2024;Medicamento;Dermatologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Furoato de mometasona 0,1%;Em análise após consulta pública;Tratamento de Dermatite Atópica;Incorporação;
Interna;10/06/2024;Medicamento;Dermatologia;Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde SECTICS;Tacrolimo tópico;Em análise após consulta pública;Tratamento de Dermatite Atópica;Incorporação;
Interna;17/06/2024;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Donepezila;Em análise após consulta pública;Pacientes com doença de Alzheimer grave;Ampliação de Uso;
Interna;17/06/2024;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Cloridrato de memantina em solução oral e comprimido orodispersível;Em análise após consulta pública;Tratamento da Doença de Alzheimer (DA) moderada e grave em pacientes com disfagia;Incorporação;
Interna;17/06/2024;Procedimento;Neurologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Terapia de Estimulação Cognitiva;Já incorporado ao SUS;Doença de Alzheimer leve a moderada;Incorporação;
Interna;20/06/2024;Medicamento;Infectologia;Secretaria de Atenção Especializada à Saúde SAES/MS;Ganciclovir intravenoso e Valganciclovir oral;Processo encerrado: decisão de incorporação no SUS;Profilaxia e terapia preemptiva para infecção e doença por citomegalovírus (CMV) e tratamento da doença por CMV após transplante de órgão sólidos (TOS) e transplante de células-tronco hematopoiéticas;Incorporação;20/02/2025
Interna;24/07/2024;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Rituximabe;Processo encerrado: decisão de incorporação no SUS;Tratamento de indivíduos adultos com Púrpura Trombocitopênica Idiopática primária (PTI) refratária ou dependente de corticosteroide.;Incorporação;24/12/2024
Interna;24/07/2024;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Dapsona;Processo encerrado: decisão de não incorporação no SUS;Tratamento de indivíduos adultos com Púrpura Trombocitopênica Idiopática primária (PTI) refratária ou dependente de corticosteroide.;Incorporação;24/12/2024
Interna;24/07/2024;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Romiplostim;Processo encerrado: decisão de incorporação no SUS;Tratamento de indivíduos adultos com Púrpura Trombocitopênica Idiopática primária (PTI) refratária ou dependente de corticosteroide.;Incorporação;24/12/2024
Interna;25/07/2024;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Insulinas análogas de ação prolongada;Processo encerrado: decisão de incorporação no SUS;Tratamento do diabetes mellitus tipo 2;Incorporação;29/11/2024
Interna;25/07/2024;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Insulinas análogas de ação rápida;Processo encerrado: decisão de incorporação no SUS;Tratamento do diabetes mellitus tipo 2;Incorporação;29/11/2024
Interna;27/07/2024;Procedimento;Transplante;Secretaria de Atenção Especializada à Saúde SAES/MS;Transplante de intestino delgado e o transplante multivisceral;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com falência intestinal e demais indicações;Incorporação;20/02/2025
Interna;01/08/2024;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;"Hidróxido de alumínio (Comprimido de 230mg e 300mg) e suspensão oral 61,5mg/mL; Alfacalcidol (cápsula mole de 0,25mcg e 1mcg)";Processo encerrado: decisão de exclusão do SUS;Tratamento do Distúrbio Mineral Ósseo na Doença Renal Crônica.;Exclusão;03/12/2024
Interna;23/08/2024;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Pancreatina;Em análise após consulta pública;Tratamento de reposição enzimática de pacientes com insuficiência pancreática exócrina;Ampliação de Uso;
Interna;20/09/2024;Medicamento;Dermatologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Metotrexato;Em análise após consulta pública;Tratamento de pacientes com dermatite atópica moderada a grave;Incorporação;
Interna;20/09/2024;Procedimento;Gastroenterologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Ultrassonografia endoscópica;Em análise após consulta pública;Diagnóstico de pancreatite crônica;Incorporação;
Interna;20/09/2024;Procedimento;Gastroenterologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Elastase fecal;Em análise após consulta pública;Diagnóstico de insuficiência pancreática exócrina;Incorporação;
Interna;25/09/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Inibidores da tirosina quinase;Em análise após consulta pública;Câncer de pulmão não pequenas células com translocação em ALK em estágio localmente avançado ou metastático como 1 ª linha de tratamento.;Incorporação;
Interna;25/09/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Inibidores da tirosina quinase;Em análise após consulta pública;Câncer de pulmão não pequenas células com translocação em ALK em estágio localmente avançado ou metastático como 2 ª linha de tratamento.;Incorporação;
Interna;25/09/2024;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Omalizuambe;Processo encerrado: decisão de incorporação no SUS;Tratamento da asma alérgica grave não controlada apesar do uso de corticoide inalatório associado a b2 agonista de longa duração;Reavaliação;03/02/2025
Interna;25/10/2024;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Rituximabe, dapsona e romiplostim;Em análise após consulta pública;Tratamento de crianças com púrpura trombocitopênica idiopática primária refratária ou dependente de corticosteroides.;Incorporação;
Interna;25/10/2024;Medicamento;Hematologia;Secretaria de Atenção Especializada à Saúde SAES/MS;Deferiprona;Em análise após consulta pública;Tratamento da sobrecarga de ferro na doença falciforme;Ampliação de Uso;
Interna;13/11/2024;Procedimento;Oncologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Tomografia computadorizada por emissão de pósitrons (PET-CT);Em análise após consulta pública;Estadiamento de pacientes com doença localmente avançada de carcinoma de esôfago não sabidamente metastático (após resultados inconclusivos na TC);Ampliação de Uso;
Interna;13/11/2024;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde - SECTICS;Nivolumabe e pembrolizumabe;Em análise;Tratamento de primeira linha do carcinoma de esôfago avançado ou metastático em pacientes com maior expressão de PD-L1.;Incorporação;
